0.000	3.547337
0.410	3.547337
0.502	3.556114
0.852	3.556114
0.904	3.503740
1.705	3.503740
1.800	3.515908
2.670	3.515908
2.698	4.029973
3.515	4.029973
3.601	2.824356
5.870	2.824356
5.903	2.777653
8.511	2.777653
8.601	2.905444
11.521	2.905444
11.601	2.925671
13.933	2.925671
14.005	2.226820
21.798	2.226820
21.907	2.502616
28.855	2.502616
28.900	2.109572
36.873	2.109572
37.008	2.239742
40.390	2.239742
40.703	1.733201
45.487	1.733201
45.616	1.986415
48.925	1.986415
49.003	2.340843
52.158	2.340843
52.204	2.264595
55.619	2.264595
55.700	3.361343
57.808	3.361343
57.897	2.842325
60.677	2.842325
60.802	2.464990
63.800	2.464990
63.905	2.468108
66.795	2.468108
66.906	2.949382
69.497	2.949382
69.796	2.046567
73.580	2.046567
73.708	1.943691
77.306	1.943691
77.411	1.861090
81.271	1.861090
81.312	1.829710
85.273	1.829710
85.306	2.183217
89.251	2.183217
89.307	1.911020
92.481	1.911020
92.610	2.044230
96.417	2.044230
96.498	2.133503
100.157	2.133503
100.216	1.758287
104.190	1.758287
104.500	1.782359
108.784	1.782359
108.905	2.130754
112.228	2.130754
112.305	1.841813
116.802	1.841813
116.913	2.445902
120.269	2.445902
120.303	2.869125
122.935	2.869125
122.999	2.815884
125.070	2.815884
125.103	2.879101
127.711	2.879101
127.800	3.025102
130.203	3.025102
130.300	2.358877
133.456	2.358877
133.703	1.842662
137.430	1.842662
137.513	1.949142
141.720	1.949142
141.808	2.284898
144.911	2.284898
145.007	2.342687
148.333	2.342687
148.404	2.232815
151.840	2.232815
151.906	1.981966
155.870	1.981966
155.915	2.388871
158.697	2.388871
158.809	3.219667
160.912	3.219667
160.996	8.251269
162.386	8.251269
