0.000	2.254896
0.645	2.254896
0.698	2.275393
1.245	2.275393
1.298	2.269485
1.791	2.269485
1.904	2.234361
3.273	2.234361
3.396	2.258266
3.975	2.258266
4.104	2.225934
6.983	2.225934
7.095	2.231707
10.341	2.231707
10.398	2.449162
13.862	2.449162
13.883	5.619987
15.097	5.619987
15.184	5.305591
16.562	5.305591
16.586	4.436891
20.505	4.436891
20.589	4.699529
24.168	4.699529
24.286	4.784977
27.980	4.784977
28.087	4.069530
32.560	4.069530
32.690	3.720592
37.002	3.720592
37.091	3.641333
41.820	3.641333
41.892	3.640205
46.924	3.640205
46.988	4.336956
50.787	4.336956
51.079	4.493123
55.033	4.493123
55.084	6.565385
57.712	6.565385
57.786	6.726374
60.212	6.726374
60.285	6.627998
62.912	6.627998
62.981	6.383638
65.765	6.383638
65.882	5.790581
68.706	5.790581
68.786	5.696620
71.857	5.696620
71.884	5.847864
74.764	5.847864
74.884	7.515570
77.434	7.515570
77.677	7.523311
79.774	7.523311
79.885	5.622954
82.922	5.622954
82.991	3.374219
88.122	3.374219
88.195	3.375034
93.204	3.375034
93.287	3.376462
98.376	3.376462
98.492	2.964416
104.405	2.964416
104.492	3.043435
110.503	3.043435
110.592	3.091476
116.564	3.091476
116.692	3.147080
122.142	3.147080
122.384	3.158184
127.247	3.158184
127.291	3.178490
132.696	3.178490
132.793	3.566853
137.579	3.566853
137.691	4.446765
141.552	4.446765
141.584	6.973100
144.003	6.973100
144.082	4.033364
148.415	4.033364
148.493	3.477145
153.375	3.477145
153.487	3.503615
158.554	3.503615
158.592	3.590201
163.327	3.590201
163.581	2.959336
169.654	2.959336
169.697	2.522367
175.917	2.522367
175.993	2.399123
183.179	2.399123
183.291	2.886024
184.951	2.886024
