0.000	1.526136
0.953	1.526136
1.001	1.538492
1.810	1.538492
1.897	1.534782
2.626	1.534782
2.699	1.538931
3.507	1.538931
3.596	1.529282
4.451	1.529282
4.506	1.516069
6.187	1.516069
6.297	1.511053
8.164	1.511053
8.308	0.470048
26.357	0.470048
26.662	0.336125
30.249	0.336125
30.385	0.506989
32.580	0.506989
32.773	0.505894
35.016	0.505894
35.340	0.502488
37.826	0.502488
37.972	0.501157
40.538	0.501157
40.682	0.701662
42.732	0.701662
42.838	0.802585
44.234	0.802585
44.338	0.780840
48.090	0.780840
48.233	0.715543
59.041	0.715543
59.138	0.735609
60.776	0.735609
60.941	0.644772
62.993	0.644772
63.178	0.451000
65.677	0.451000
66.021	0.451294
68.816	0.451294
68.975	0.569853
74.589	0.569853
74.702	1.370341
75.659	1.370341
75.986	1.299811
78.102	1.299811
78.397	0.910149
86.290	0.910149
86.417	0.849148
94.952	0.849148
95.033	0.733102
97.018	0.733102
97.135	0.603693
98.608	0.603693
98.755	0.577462
100.883	0.577462
101.221	0.979648
102.438	0.979648
102.521	1.019475
105.332	1.019475
105.415	0.936700
108.834	0.936700
108.948	1.054544
113.381	1.054544
113.692	0.935257
122.548	0.935257
122.637	0.790127
126.698	0.790127
126.834	0.795098
128.443	0.795098
128.534	0.790450
129.866	0.790450
130.038	0.783021
131.305	0.783021
131.444	0.917264
139.369	0.917264
139.501	1.378633
144.901	1.378633
145.004	1.785183
148.851	1.785183
148.895	1.846024
153.337	1.846024
153.585	1.902345
157.312	1.902345
157.397	2.039732
161.217	2.039732
161.289	2.152624
164.853	2.152624
164.887	2.322351
168.270	2.322351
168.396	2.340085
171.236	2.340085
171.294	2.384141
174.134	2.384141
174.193	2.343836
176.237	2.343836
