0.000	0.882529
1.648	0.882529
1.825	0.906994
7.215	0.906994
7.280	1.861617
9.734	1.861617
9.774	2.354192
11.873	2.354192
11.972	2.550289
14.020	2.550289
14.072	3.089905
16.146	3.089905
16.259	6.250319
17.418	6.250319
17.456	6.506055
18.760	6.506055
18.856	6.675796
19.878	6.675796
19.961	4.827151
23.556	4.827151
23.662	3.555137
28.553	3.555137
28.655	13.160889
29.933	13.160889
30.054	11.123791
31.643	11.123791
31.755	5.590604
35.011	5.590604
35.060	3.899658
39.174	3.899658
39.264	3.900309
43.679	3.900309
43.763	2.668246
50.628	2.668246
50.851	5.321736
53.947	5.321736
54.059	7.631361
56.387	7.631361
56.456	10.750051
58.061	10.750051
58.158	7.301201
60.393	7.301201
60.455	5.300381
63.740	5.300381
63.858	8.548364
65.937	8.548364
66.058	8.552615
67.970	8.552615
68.056	7.457084
70.402	7.457084
70.456	6.712574
72.965	6.712574
73.250	6.710331
76.106	6.710331
76.159	6.913402
78.441	6.913402
78.558	7.263680
80.909	7.263680
80.956	7.317464
83.322	7.317464
83.356	6.542393
85.940	6.542393
86.066	3.217756
91.406	3.217756
91.464	3.221575
96.905	3.221575
96.969	2.271993
105.021	2.271993
105.078	1.113528
121.658	1.113528
121.848	0.590564
134.635	0.590564
134.688	1.524339
136.373	1.524339
136.483	1.625259
141.103	1.625259
141.173	1.958330
144.885	1.958330
144.968	2.355891
148.128	2.355891
148.166	1.770913
152.044	1.770913
152.182	1.376077
158.141	1.376077
158.270	2.376019
161.254	2.376019
161.556	2.884775
164.257	2.884775
164.362	5.452702
165.769	5.452702
165.859	6.445047
167.078	6.445047
167.160	6.329371
168.210	6.329371
168.260	5.132508
171.619	5.132508
171.659	2.576784
176.110	2.576784
